stop_id,stop_name,stop_lat,stop_lon
2014,Deep Bungalow,18.5298,73.834999
2015,Model Colony,18.5294,73.838501
2016,Lakaki Bungalow,18.528257,73.841843
1990,Mandai Stand,18.513439,73.855965
1967,Dhangar Baba,18.4718,73.790901
1968,Shinde Pul,18.4694,73.787003
1969,Shivane,18.466375,73.783104
1970,Deshmukhwadi,18.466843,73.779274
1971,Ingale Colony,18.465471,73.776764
1972,Ahire Gate,18.464199,73.773499
1973,Uttam Nagar,18.460487,73.772339
1974,Bhim Nagar Nda Road,18.458033,73.770782
1975,Kondhwa Dhawde,18.455982,73.768539
1976,Kondhwagate,18.454399,73.766899
1977,Damini Lawns,18.4517,73.765999
1978,Nda 10 No. Gate,18.449312,73.763008
2017,Ghole Road Press,18.5236,73.846199
2018,Lakaki Bungalow,18.528311,73.842003
2019,Model Colony,18.529432,73.838226
2020,Deep Bungalow,18.529699,73.834702
2021,Municipal Dawakhana Gokhalenagar Road,18.529327,73.833015
2022,Vetalbaba Chowk,18.529058,73.830963
2023,Kusalkar Putala,18.5291,73.827301
2024,Gokhale Nagar Shala,18.526369,73.82692
2005,Link Road,18.5404,73.784897
2006,Shiv Nagar Sus Road Sutarwadi,18.53824,73.784294
4848,Sutarwadi,18.5404,73.779602
2001,Sutarwadi Depot,18.541201,73.779404
2002,Sutarwadi Pashan,18.5387,73.781502
2003,Shiv Nagar Sus Road Sutarwadi,18.538162,73.784492
2004,Link Road,18.540396,73.784775
1979,Nda 10 No. Gate,18.449345,73.763107
1980,Damini Lawns,18.4517,73.766098
1981,Kondhwa Dhawde,18.456076,73.768829
1982,Bhim Nagar Nda Road,18.458094,73.770851
1983,Uttam Nagar,18.460472,73.7724
1984,Ahire Gate,18.464266,73.773575
1985,Ingale Colony,18.4655,73.776901
1986,Deshmukhwadi,18.466778,73.778999
1987,Shivane,18.466299,73.782898
1988,Shinde Pul,18.469299,73.787003
1989,Dhangar Baba Nda Road,18.471033,73.789925
2025,Nhavi Sandas,18.608109,74.156281
2026,Indira Vasahat Nhavi Sandas,18.605333,74.155624
2027,Nhavi Sandas Corner,18.600927,74.154381
2028,Shitolemala Dp Nhavisandas Road,18.59907,74.144264
2029,Kale Vasti,18.605515,74.137314
2065,Bakori Phata,18.5895,73.9972
2030,Shitolemala Nhavisandas Road,18.608299,74.132896
2066,Jadhav Vasti Nagar Road,18.5937,73.999901
2031,Talegaon Road Navin Pul,18.6092,74.131203
2067,Gade Vasti,18.597372,74.00338
2032,Pimpri Sandas,18.610912,74.126144
2068,Vitthalwadi Nagar Road,18.601601,74.009903
2033,Jamadar Vasti,18.612467,74.124176
2069,Rajashri Housing,18.6052,74.013901
2034,Harpale Vasti Nhavi Sandas Road,18.613819,74.121315
2070,12 Wa Mile Vithai Pump,18.609314,74.015457
2035,Shinde Vasti Burkegaon,18.616236,74.117104
2071,Jagtap Dairy Lonikand,18.615101,74.018898
2036,Kumbharwada Nhavi Sandas,18.619024,74.111649
2056,Lonikand,18.620899,74.025002
2037,Burkegaon,18.620039,74.109726
2752,Tulapur Phata,18.626863,74.033638
2038,Enbhar Vasti,18.620239,74.107498
2074,Jagtap Vasti Lonikand,18.630703,74.039154
2039,Dabhade Vasti Nhavisandas Road,18.620628,74.103767
2075,Walke Vasti,18.6399,74.048698
2040,Panchawati Niwas,18.6222,74.096497
2076,Perne Phata,18.641199,74.050598
2041,Ashirwad Bungalow,18.6227,74.094597
2077,Pc Pole Company,18.637121,74.057007
2042,Gaikwad Vasti Nhavisandas Road,18.623301,74.0924
2078,Dream Villa Society Perne Road,18.635462,74.05928
2043,Bapurao Smarak,18.623358,74.085793
2079,Walke Vasti Perne,18.632912,74.061409
2044,Shinde Vasti Dongergaon,18.623301,74.080299
2080,Pernegaon,18.6315,74.062897
2045,Dongargaon,18.623512,74.072456
2081,Siddheshwar Nagar,18.6264,74.065002
2046,Kadam Vasti Perne,18.624001,74.065102
2082,Kadam Vasti Perne,18.623936,74.065033
2047,Siddheshwar Nagar,18.626572,74.065056
2083,Dongargaon,18.6236,74.074501
2048,Pernegaon,18.631168,74.063194
2084,Shinde Vasti Dongergaon,18.623285,74.07972
2049,Walke Vasti Perne,18.632999,74.061302
2085,Bapurao Smarak,18.623365,74.085533
2050,Dream Villa Society Perne Road,18.635479,74.059364
2086,Gaikwad Vasti Nhavisandas Road,18.6234,74.0923
2051,Pc Pole Company,18.63722,74.056808
2087,Ashirwad Bungalow,18.622801,74.094498
2052,Perne Phata,18.641228,74.050819
2088,Panchawati Niwas,18.622299,74.096397
2053,Walke Vasti,18.638,74.047302
2089,Dabhade Vasti Nhavisandas Road,18.620701,74.103798
2054,Jagtap Vasti Lonikand,18.629721,74.038292
2090,Enbhar Vasti,18.620316,74.107407
2055,Tulapur Phata,18.626865,74.033852
2091,Burkegaon,18.620123,74.109711
2092,Kumbharwada Nhavi Sandas,18.619101,74.111603
2057,Jagtap Dairy Lonikand,18.616899,74.020401
2093,Shinde Vasti Burkegaon,18.616199,74.117302
2058,12 Wa Mile Vithai Pump,18.609222,74.015526
2094,Harpale Vasti Nhavi Sandas Road,18.613905,74.121223
2059,Rajashri Housing,18.6031,74.011902
2095,Jamadar Vasti,18.61256,74.124161
2060,Vitthalwadi Nagar Road,18.6014,74.010101
2096,Pimpri Sandas,18.611002,74.126122
2061,Gade Vasti,18.597261,74.003403
2097,Talegaon Road Navin Pul,18.609114,74.131378
3372,Jadhav Vasti Nagar Road,18.593716,74.000053
2098,Shitolemala Nhavisandas Road,18.6084,74.132896
2063,Bakuri Phata,18.588301,73.996399
2099,Kale Vasti,18.605364,74.137451
2100,Shitolemala Dp Nhavisandas Road,18.599199,74.143997
2101,Nhavi Sandas Corner,18.601101,74.154503
2102,Indira Vasahat Nhavi Sandas,18.605499,74.155602
2103,Nhavi Sandas,18.608206,74.156258
9235,Yerawada,18.545099,73.886902
2105,Methodist Church,18.5585,73.855003
2106,Holkar Water Works,18.5555,73.861702
2107,Deccan College,18.548201,73.872002
2118,Kendriya Vidyalaya Sangamvadi,18.546801,73.874397
2109,Sadal Baba Darga,18.5446,73.877701
2110,Yerawada Deecan College Road,18.545099,73.882896
2111,Yerawada Deecan College Road,18.544441,73.882202
2112,Sadal Baba Darga,18.5443,73.877899
2119,Kendriya Vidyalaya Sangamvadi,18.545353,73.876175
2114,Deccan College,18.5481,73.872002
2104,Nashik Phata Pul,18.6063,73.821999
2116,Kalpataru Society,18.6012,73.817596
2229,Kendriya Vidyalaya Sangamvadi,18.545351,73.876442
426,Bhekrai Nagar,18.4837,73.953903
427,Ganga Nagar Saswad Road,18.48761,73.951988
431,Satavwadi,18.496901,73.9431
432,Glyding Center,18.498301,73.9412
420,Glyding Center,18.498301,73.941002
421,Satavwadi,18.496799,73.943001
423,Satyapuram,18.491451,73.949066
2115,Nashik Phata Pul,18.6064,73.821899
2226,Charholi Phata,18.6612,73.886597
1148,Vishrantwadi,18.573971,73.877647
2230,Sassoon Hospital,18.525,73.871498
4549,Mauli Nagar Alandi Road,18.638901,73.875397
4551,Choviswadi Phata,18.657499,73.885498
2221,Dehu Phata,18.670898,73.891586
6263,Nigdi Tilak Chowk,18.659643,73.777954
2121,Lic Corner,18.661619,73.780464
7304,Annapurna,18.662701,73.783798
2123,Yamuna Nagar,18.663919,73.786469
2124,Aajanta Nagar,18.662785,73.78968
2125,Ambedkar Nagar,18.661488,73.792007
2126,Thermax Company Chowk,18.660702,73.793671
2127,Kamalnayan Bajaj School,18.658625,73.797348
2128,Bird Valley,18.656624,73.800346
2129,Hdfc Bank Telco Road,18.654699,73.803398
2130,Bhola Hotel,18.652281,73.806984
2131,Ksb Chowk,18.6506,73.809799
2132,Telco Company,18.644899,73.8181
2133,Telco Hostel,18.643101,73.820602
2134,Yashwant Nagar Telco Road,18.6409,73.822403
2135,Gavali Matha,18.637199,73.825996
7320,Ganesh Nagar Telco Road,18.634546,73.828117
2137,Power House Indrayni Nagar,18.632328,73.830368
2138,Indrayani Nagar Corner,18.629601,73.832901
2139,Century Enka Company,18.625999,73.835899
2140,Electronic Sadan,18.622999,73.838501
2141,Landewadi Telco Road,18.620857,73.840759
2142,Bhosari Pmt Chowk,18.622499,73.851097
2143,Maharashtra Chowk,18.624266,73.856255
2144,Shastri Chowk,18.624599,73.859001
2145,Durvankur Mangal Karyalay,18.625954,73.862282
2146,Banacha Odha,18.627199,73.864899
2147,Phuge Vasti Bhosari Road,18.628971,73.868141
2148,Ganesh Nagar Bhosari,18.6306,73.870903
2149,Gajanan Maharaj Mandir Alandi Road,18.631979,73.872757
2150,Ambedkar Chowk Vishrantwadi,18.5728,73.878998
2151,Ekta Nagar,18.5735,73.884598
2152,Kasturba Gandhi General Hospital,18.5739,73.888199
2153,Renuka Bungalow,18.5742,73.891098
2154,Gandhi Acid Company,18.574499,73.893097
2155,Kekan Gas,18.5748,73.8955
2157,Pathare Vasti,18.558348,73.93821
2158,Shankar Nagar,18.555973,73.937859
2159,Rakshak Nagar,18.552588,73.937447
2160,Thite Vasti,18.545315,73.935905
3018,Mundhwa Gaon,18.532526,73.932922
2162,Kirtanebaug,18.523346,73.93222
2163,Bapusaheb Magar Vasti,18.518311,73.932777
2164,Mega City,18.514172,73.932549
2165,Magarpatta Ma Na Pa Shala,18.511774,73.932457
2166,Tilekar Vasti,18.5077,73.929298
2167,Tilekar Vasti,18.5077,73.9291
2168,Magarpatta Ma Na Pa Shala,18.5117,73.932297
2169,Mega City,18.514,73.932404
2170,Bapusaheb Magar Vasti,18.518219,73.932678
2171,Kirtanebaug,18.523367,73.932137
3037,Mundhwa Gaon,18.532511,73.932808
2174,Thite Vasti,18.545517,73.935776
2175,Rakshak Nagar,18.552298,73.937256
2176,Shankar Nagar,18.555637,73.93766
2177,Pathare Vasti,18.558702,73.93811
2179,Kekan Gas,18.574699,73.8955
2180,Gandhi Acid Company,18.574301,73.892998
2181,Renuka Bungalow,18.573999,73.891098
2182,Kasturba Gandhi General Hospital,18.5737,73.888298
2183,Ekta Nagar,18.5734,73.884598
2184,Ambedkar Chowk Vishrantwadi,18.572659,73.879066
2185,Gajanan Maharaj Mandir Alandi Road,18.631891,73.872734
2186,Ganesh Nagar Bhosari,18.630503,73.870872
2187,Phuge Vasti Bhosari Road,18.629042,73.868408
2188,Banacha Odha,18.627125,73.864861
2189,Durvankur Mangal Karyalay,18.625986,73.862473
2190,Shastri Chowk,18.624542,73.859108
2191,Maharashtra Chowk,18.624273,73.856857
2195,Landewadi Telco Road,18.62068,73.840851
2196,Electronic Sadan,18.622507,73.839149
2197,Indrayani Nagar Corner,18.6294,73.832703
2198,Power House Indrayni Nagar,18.632175,73.830284
2199,Ganesh Nagar Telco Road,18.634399,73.828499
2200,Gavali Matha,18.636999,73.825897
2201,Yashwant Nagar Telco Road,18.6409,73.822601
2202,Telco Hostel,18.643499,73.819801
2203,Telco Company,18.644684,73.818138
2204,Ksb Chowk,18.65,73.809898
2205,Bhola Hotel,18.651979,73.80703
2206,Hdfc Bank Telco Road,18.6544,73.803398
2207,Bird Valley,18.656847,73.799706
2208,Kamalnayan Bajaj School,18.658461,73.797241
2209,Thermax Company Chowk,18.660177,73.794174
2210,Ambedkar Nagar,18.6616,73.792
7302,Aajanta Nagar,18.6628,73.789299
7309,Yamuna Nagar,18.664066,73.787071
7308,Annapurna,18.662701,73.783302
7305,Lic Corner,18.661543,73.78054
6260,Nigdi Tilak Chowk,18.65962,73.778084
1182,Dagadikhan,18.576021,73.880455
1181,Amaba Nagari,18.579901,73.881599
1180,Om Chaitnya Nagari,18.582701,73.883102
1179,Bhairav Nagar Lane No 7,18.584801,73.884598
2243,Telephone Exchange Bhairav Nagar,18.586599,73.886002
1177,Shivani Medical Bhairav Nagar,18.587713,73.886955
1176,Bhairav Nagar Dhanori Road,18.589705,73.888359
1175,Gokul Nagar Dhanori Road,18.591949,73.890434
1174,Gurudev Datta Nagar,18.593599,73.892403
1173,Dhanori Shala,18.595501,73.894501
1172,Dhanorigaon,18.596756,73.897026
1171,Madhav Nagar Dhanori,18.5973,73.900902
1170,Kamalpark Vishrantwadi,18.597534,73.904663
2244,Jakat Naka Dhanori,18.5973,73.906303
2284,Torana Garden,18.597075,73.909477
2285,Sathe Vasti,18.597401,73.914803
2286,Moze Shale Dhanori Road,18.5975,73.920998
2279,Moze Shale Dhanori Road,18.597445,73.920853
2280,Sathe Vasti,18.597342,73.914909
2281,Torana Garden,18.59712,73.909424
2340,Jakat Naka Dhanori,18.597099,73.9067
1169,Kamalpark Vishrantwadi,18.597429,73.904366
1168,Madhav Nagar Dhanori,18.5973,73.901199
1167,Dhanorigaon,18.596701,73.897102
1166,Dhanori Shala,18.595501,73.894699
1165,Gurudev Datta Nagar,18.5935,73.892502
1164,Gokul Nagar Dhanori Road,18.591797,73.890434
1163,Bhairav Nagar Dhanori Road,18.5896,73.888397
1162,Shivani Medical Bhairav Nagar,18.587601,73.887001
1161,Telephone Exchange Bhairav Nagar,18.586582,73.886139
2342,Bhairav Nagar Lane No. 7,18.5846,73.884598
1159,Om Chaitnya Nagari,18.5835,73.883904
1158,Amaba Nagari,18.579901,73.881699
1157,Dagadikhan,18.57593,73.88047
2269,Dimond Water Park,18.589071,73.9571
2270,Yojana Poltry Farm,18.589624,73.954887
2271,Pawar Vasti Dadachi Padal,18.5907,73.950996
2272,Dadachi Padal,18.5926,73.944
2273,Datta Mandir Dadachi Vasti,18.592844,73.94297
2274,Karmbhumi Wagholi Road,18.593218,73.941574
2275,Sant Nagar Wagholi Road,18.594265,73.937576
2276,Indrayani Vihar,18.5951,73.934402
2277,Shubham Mangal Karyalay,18.595871,73.93119
2278,Smashan Bhumi Lohagaon,18.594316,73.927032
2282,Vishrantwadi Dhanori Road,18.573799,73.879097
2343,Ambedkar Bhavan Phule Nagar,18.552601,73.876404
2344,Ahilya Society,18.55271,73.87838
2345,Bidi Kamgar Vasahat Yerwada,18.5534,73.8825
2346,Dr. Babasaheb Ambedkar Shashkiy Vastigruh,18.553308,73.884727
2347,Dr. Babasaheb Ambedkar Shashkiy Vastigruh,18.5532,73.884804
2348,Bidi Kamgar Vasahat Yerwada,18.5532,73.882698
2349,Ahilya Society,18.552601,73.878403
2350,Ambedkar Bhavan Phule Nagar,18.552299,73.8759
6935,Vishrantwadi Dhanori Road,18.573727,73.879013
2287,Smashan Bhumi Lohagaon,18.5944,73.927101
2288,Shubham Mangal Karyalay,18.595936,73.931274
2289,Indrayani Vihar,18.5952,73.934303
2290,Sant Nagar Wagholi Road,18.59428,73.937767
2291,Karmbhumi Wagholi Road,18.593201,73.942001
2292,Datta Mandir Dadachi Vasti,18.592884,73.943108
2293,Dadachi Padal,18.592581,73.944191
2294,Pawar Vasti Dadachi Padal,18.590815,73.950752
2295,Yojana Poltry Farm,18.589701,73.9552
2296,Dimond Water Park,18.5893,73.956703
2354,Yerawada Jail,18.562099,73.889
2355,Yerawada Press,18.563881,73.885262
2327,Sangarsh Nagar,18.559,73.931297
2356,Bungalow Number 116,18.5648,73.880302
2328,Bidi Kamgar Vasahat Kharadi,18.557014,73.932465
2329,Saibaba Mandir Kharadi,18.555393,73.934021
2330,Yashwant Nagar Kharadi,18.553785,73.935677
2331,It Tower,18.549801,73.940201
2332,Patil Vasti,18.549196,73.942696
2333,Kharadi Gaon,18.5476,73.946098
2352,Bungalow Number 116,18.565001,73.879303
2334,Patil Vasti,18.555307,73.940598
2335,It Tower,18.549999,73.940201
2353,Yerawada Press,18.563969,73.885185
2336,Yashwant Nagar Kharadi,18.553762,73.935799
2337,Saibaba Mandir Kharadi,18.555281,73.934227
2338,Bidi Kamgar Vasahat Kharadi,18.55718,73.932373
2339,Sangarsh Nagar,18.559299,73.931297
2892,Ramwadi Metro Station,18.556623,73.908081
2241,Jagatguru Chowk,18.5972,73.908699
2240,Archied Hospital,18.600094,73.909042
2239,Pride Ashiyana Society,18.606272,73.910248
2238,Park Spring Society,18.610903,73.911453
2235,Ajinkya D.Y.Patil Vidhyapeeth Lohgaon,18.619101,73.910896
2232,Pride World City Lohegaon,18.622801,73.916
2521,Manjari Budruk,18.522499,73.984398
2522,Malwadi Manjari,18.521299,73.982399
2523,Vasantdada Sugar Institute,18.523066,73.976486
2524,Ghavte Nagar,18.525017,73.967117
2525,Ghule Vasti Manjari,18.525246,73.959419
2526,Mhasoba Mandir Ghule Vasti,18.525368,73.957176
2527,Balaji Nagar Corner,18.525808,73.95504
2528,Ingale Nagar,18.526743,73.952866
2529,Lonkar Nagar,18.527746,73.949074
2530,Ganesh Nagari,18.5298,73.944099
2531,Om Hospital,18.530718,73.941544
2532,Keshav Nagar Chowk,18.532,73.937202
2533,Shinde Vasti Mundhwa,18.532211,73.935829
2362,Mundhwagaon,18.5327,73.933998
2361,Mundhwa Chowk,18.532898,73.932961
2534,Diamond Meter Company,18.534201,73.927597
2535,Kachare Vasti,18.533701,73.923302
2536,Tadi Gutta,18.5326,73.9179
2537,Dhole Patil Farm,18.532801,73.916397
2538,Gulmohar City,18.5355,73.911301
2539,Kalyani Nagar Pul,18.5389,73.904099
2540,Bhairoba Pumping Station,18.539101,73.901802
2541,Mira Nagar,18.536501,73.899696
2542,Rashmi Apartment,18.5361,73.897202
2543,Kawdewadi,18.534201,73.897102
2544,Shahu Udyan,18.5329,73.896004
2545,Annadhanya Godam,18.533199,73.889999
2546,Sant Gadge Maharaj Shala,18.5331,73.889503
2547,Budhrani Hospital,18.5331,73.887497
2548,St Meera College,18.5399,73.885201
2549,Madhur Milan Mangal Karyalay,18.5382,73.885597
2550,Shaniwarwada Stand,18.52165,73.855858
408,Golibar Maidan,18.502115,73.875938
441,Mira Society,18.501801,73.870499
442,St Vibhagiya Karyalaya,18.5005,73.866501
443,Ghorpade Peth,18.49995,73.863953
444,Swargate Depot,18.500299,73.861298
3317,Dandekar Pul Sinhagad Road,18.501148,73.846161
2551,Sadhu Vasvani Chowk,18.538103,73.885376
2552,Alankar Talkies,18.5396,73.888496
2553,Wadia College,18.5394,73.897102
2554,Madhur Milan Mangal Karyalay,18.538099,73.8853
2555,Bhairoba Pumping Station,18.539301,73.9021
2556,Kalyani Nagar Pul,18.5389,73.904701
2557,Gulmohar City,18.535801,73.911201
2558,Dhole Patil Farm,18.533501,73.915497
2559,Tadi Gutta,18.5327,73.917801
2560,Kachare Vasti,18.533899,73.923103
2561,Diamond Meter Company,18.534327,73.927414
2364,Mundhwa Chowk,18.533131,73.933121
2363,Mundhwagaon,18.532724,73.934303
2562,Shinde Vasti Mundhwa,18.532335,73.935722
2563,Keshav Nagar Chowk,18.532101,73.937103
2564,Om Hospital,18.5308,73.941498
2565,Ganesh Nagari,18.5298,73.944298
2566,Lonkar Nagar,18.527822,73.949043
2567,Ingale Nagar,18.526831,73.95282
2568,Balaji Nagar Corner,18.525763,73.955223
2569,Mhasoba Mandir Ghule Vasti,18.525465,73.956886
2570,Ghule Vasti Manjari,18.525299,73.959602
2571,Ghavte Nagar,18.524963,73.967178
2572,Vasantdada Sugar Institute,18.5231,73.976601
2573,Malwadi Manjari,18.521317,73.982491
2574,Manjari Budruk,18.522499,73.984299
2517,Mitra Mandal Sabhagruha,18.497955,73.853943
2518,Lakshminarayan,18.496874,73.857239
403,Swargate Police Line,18.500601,73.859901
406,St Vibhagiya Karyalaya,18.500401,73.866501
2519,Golibar Maidan,18.502218,73.87603
2389,Koregaon Bhima,18.646172,74.059578
2445,Bafna Industries,18.647196,74.067451
2446,Farshi Odha Vadagaon Phata,18.650131,74.071938
2447,Seco Company,18.653969,74.07782
2441,Kalyani Forge Nagar Road,18.657019,74.082802
2448,Gupta Steel Kalpesh Wajan Kata,18.662468,74.091042
2449,Rsb,18.6646,74.0933
2450,Jai Aambika Kala Kendr,18.668203,74.097931
2451,Sanaswadi Nagar Road,18.670929,74.101051
2452,Enfield Company,18.6775,74.107697
2976,B U Bhandari L & T,18.683208,74.114235
2454,Jakate Vasti Bajrangvadi,18.688522,74.125702
2455,Shikrapur Phata,18.692381,74.132271
2499,Shikrapur St Stand,18.691944,74.134956
2942,Karanje Nagar / Marathe Colony Karanje Nagar,18.690109,74.136871
2509,Kshitej Vihar,18.6861,74.139297
2510,Laxmi Mandir,18.681707,74.141899
2511,Bhairoba Nagar,18.675266,74.144783
2512,Iti Talegaon Dhamdhere,18.671,74.1465
2513,St Stand Grampanchayat Talegaon,18.667805,74.149231
2514,Godown Talegaon Dhamdhere,18.6658,74.153702
2515,Talegaon Dhamdhere Bazar,18.666824,74.156685
2500,Talegaon Dhamdhere Bazar,18.666899,74.156754
2501,Godown Talegaon Dhamdhere,18.665846,74.153687
